,# assembly_accession,taxid,species_taxid,organism_name,infraspecific_name,assembly_level,genome_rep,ftp_path,sp,testID
155622,GCF_010728155.1,126673,126673,Mycolicibacterium doricum,strain=JCM 12405,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/155/GCF_010728155.1_ASM1072815v1,Mycolicibacterium_doricum,ntm1251
155623,GCF_010728325.1,39694,39694,Mycolicibacterium poriferae,strain=JCM 12603,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/325/GCF_010728325.1_ASM1072832v1,Mycolicibacterium_poriferae,ntm1252
155624,GCF_010728525.1,133549,133549,Mycobacterium shottsii,strain=JCM 12657,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/525/GCF_010728525.1_ASM1072852v1,Mycobacterium_shottsii,ntm1253
155625,GCF_010728725.1,43348,43348,Mycobacterium branderi,strain=JCM 12687,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/725/GCF_010728725.1_ASM1072872v1,Mycobacterium_branderi,ntm1254
155626,GCF_010728925.1,1794,1794,Mycolicibacterium gadium,strain=JCM 12688,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/925/GCF_010728925.1_ASM1072892v1,Mycolicibacterium_gadium,ntm1255
155627,GCF_010729105.1,220927,220927,Mycobacterium saskatchewanense,strain=JCM 13016,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/729/105/GCF_010729105.1_ASM1072910v1,Mycobacterium_saskatchewanense,ntm1256
155628,GCF_010729305.1,216929,216929,Mycolicibacterium psychrotolerans,strain=JCM 13323,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/729/305/GCF_010729305.1_ASM1072930v1,Mycolicibacterium_psychrotolerans,ntm1257
155629,GCF_010729485.1,29314,29314,Mycolicibacter hiberniae,strain=JCM 13571,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/729/485/GCF_010729485.1_ASM1072948v1,Mycolicibacter_hiberniae,ntm1258
155630,GCF_010729665.1,212765,212765,Mycolicibacterium madagascariense,strain=JCM 13574,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/729/665/GCF_010729665.1_ASM1072966v1,Mycolicibacterium_madagascariense,ntm1259
155631,GCF_010729895.1,28047,28047,Mycolicibacterium confluentis,strain=JCM 13671,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/729/895/GCF_010729895.1_ASM1072989v1,Mycolicibacterium_confluentis,ntm1260
155632,GCF_010730055.1,398694,398694,Mycobacterium shinjukuense,strain=JCM 14233,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/730/055/GCF_010730055.1_ASM1073005v1,Mycobacterium_shinjukuense,ntm1261
155633,GCF_010730195.1,44010,44010,Mycobacterium conspicuum,strain=JCM 14738,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/730/195/GCF_010730195.1_ASM1073019v1,Mycobacterium_conspicuum,ntm1262
155634,GCF_010730355.1,292462,292462,Mycobacterium florentinum,strain=JCM 14740,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/730/355/GCF_010730355.1_ASM1073035v1,Mycobacterium_florentinum,ntm1263
155635,GCF_010730575.1,185642,185642,Mycobacterium parmense,strain=JCM 14742,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/730/575/GCF_010730575.1_ASM1073057v1,Mycobacterium_parmense,ntm1264
155636,GCF_010730745.1,53376,53376,Mycobacterium heidelbergense,strain=JCM 14842,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/730/745/GCF_010730745.1_ASM1073074v1,Mycobacterium_heidelbergense,ntm1265
155637,GCF_010731115.1,319706,319706,Mycolicibacterium phocaicum,strain=JCM 15301,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/115/GCF_010731115.1_ASM1073111v1,Mycolicibacterium_phocaicum,ntm1266
155638,GCF_010731295.1,146017,146017,Mycolicibacterium boenickei,strain=JCM 15653,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/295/GCF_010731295.1_ASM1073129v1,Mycolicibacterium_boenickei,ntm1267
155639,GCF_010731535.1,169765,169765,Mycobacterium lacus,strain=JCM 15657,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/535/GCF_010731535.1_ASM1073153v1,Mycobacterium_lacus,ntm1268
155640,GCF_010731575.1,85693,85693,Mycolicibacterium monacense,strain=JCM 15658,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/575/GCF_010731575.1_ASM1073157v1,Mycolicibacterium_monacense,ntm1269
155641,GCF_010731595.1,386911,386911,Mycobacterium seoulense,strain=JCM 16018,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/595/GCF_010731595.1_ASM1073159v1,Mycobacterium_seoulense,ntm1270
155642,GCF_010731615.1,444597,444597,Mycolicibacterium insubricum,strain=JCM 16366,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/615/GCF_010731615.1_ASM1073161v1,Mycolicibacterium_insubricum,ntm1271
155643,GCF_010731635.1,459858,459858,Mycobacterium noviomagense,strain=JCM 16367,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/635/GCF_010731635.1_ASM1073163v1,Mycobacterium_noviomagense,ntm1272
155644,GCF_010731655.1,590652,590652,Mycobacterium paraseoulense,strain=JCM 16952,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/655/GCF_010731655.1_ASM1073165v1,Mycobacterium_paraseoulense,ntm1273
155645,GCF_010731675.1,701042,701042,Mycobacterium marseillense,strain=JCM 17324,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/675/GCF_010731675.1_ASM1073167v1,Mycobacterium_marseillense,ntm1274
155646,GCF_010731695.1,758802,758802,Mycolicibacterium litorale,strain=JCM 17423,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/695/GCF_010731695.1_ASM1073169v1,Mycolicibacterium_litorale,ntm1275
155647,GCF_010731715.1,470076,470076,Mycobacterium stomatepiae,strain=JCM 17783,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/715/GCF_010731715.1_ASM1073171v1,Mycobacterium_stomatepiae,ntm1276
155648,GCF_010731735.1,1286180,1286180,Mycolicibacterium sediminis,strain=JCM 17899,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/735/GCF_010731735.1_ASM1073173v1,Mycolicibacterium_sediminis,ntm1277
155649,GCF_010731755.1,1118379,1118379,Mycolicibacter minnesotensis,strain=JCM 17932,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/755/GCF_010731755.1_ASM1073175v1,Mycolicibacter_minnesotensis,ntm1278
155650,GCF_010731775.1,560555,560555,Mycobacterium mantenii,strain=JCM 18113,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/775/GCF_010731775.1_ASM1073177v1,Mycobacterium_mantenii,ntm1279
155651,GCF_010731795.1,1249101,1249101,Mycolicibacterium celeriflavum,strain=JCM 18439,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/795/GCF_010731795.1_ASM1073179v1,Mycolicibacterium_celeriflavum,ntm1280
155652,GCF_010731815.2,1286181,1286181,Mycolicibacterium arabiense,strain=JCM 18538,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/815/GCF_010731815.2_ASM1073181v2,Mycolicibacterium_arabiense,ntm1281
155653,GCF_010731835.1,1069220,1069220,Mycolicibacillus koreensis,strain=JCM 19956,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/835/GCF_010731835.1_ASM1073183v1,Mycolicibacillus_koreensis,ntm1282
155654,GCF_010731855.1,1431246,1431246,Mycolicibacterium anyangense,strain=JCM 30275,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/855/GCF_010731855.1_ASM1073185v1,Mycolicibacterium_anyangense,ntm1283
155655,GCF_010731875.1,1534348,1534348,Mycolicibacterium sarraceniae,strain=JCM 30395,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/875/GCF_010731875.1_ASM1073187v1,Mycolicibacterium_sarraceniae,ntm1284
155656,GCF_010731895.1,1534349,1534349,Mycolicibacterium helvum,strain=JCM 30396,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/895/GCF_010731895.1_ASM1073189v1,Mycolicibacterium_helvum,ntm1285
155657,GCF_010731915.1,36809,36809,Mycobacteroides abscessus,strain=JCM 30620,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/915/GCF_010731915.1_ASM1073191v1,Mycobacteroides_abscessus,ntm1286
155658,GCF_010731935.1,1138383,1138383,Mycobacterium paraintracellulare,strain=JCM 30622,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/935/GCF_010731935.1_ASM1073193v1,Mycobacterium_paraintracellulare,ntm1287
156411,GCF_011064445.1,948102,948102,Mycobacteroides franklinii,strain=9917,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/445/GCF_011064445.1_ASM1106444v1,Mycobacteroides_franklinii,ntm1288
157955,GCF_011758805.1,258505,258505,Mycolicibacterium fluoranthenivorans,strain=DSM 44556,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/758/805/GCF_011758805.1_ASM1175880v1,Mycolicibacterium_fluoranthenivorans,ntm1289
158740,GCF_012223425.1,117567,117567,Mycobacterium frederiksbergense,strain=LB 501T,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/223/425/GCF_012223425.1_ASM1222342v1,Mycobacterium_frederiksbergense,ntm1290
158880,GCF_012273395.1,36809,36809,Mycobacteroides abscessus,strain=FDAARGOS_678,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/395/GCF_012273395.1_ASM1227339v1,Mycobacteroides_abscessus,ntm1291
159288,GCF_012396425.1,1341646,98668,Mycolicibacterium septicum DSM 44393,strain=ATCC 700731,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/396/425/GCF_012396425.1_ASM1239642v1,Mycolicibacterium_septicum,ntm1292
159610,GCF_012845855.1,36809,36809,Mycobacteroides abscessus,strain=1322-S0,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/845/855/GCF_012845855.1_ASM1284585v1,Mycobacteroides_abscessus,ntm1293
161629,GCF_013138425.1,1766,1766,Mycolicibacterium fortuitum,strain=isolate_4,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/138/425/GCF_013138425.1_ASM1313842v1,Mycolicibacterium_fortuitum,ntm1294
161633,GCF_013138515.1,1766,1766,Mycolicibacterium fortuitum,strain=isolate_2,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/138/515/GCF_013138515.1_ASM1313851v1,Mycolicibacterium_fortuitum,ntm1295
161634,GCF_013138535.1,1766,1766,Mycolicibacterium fortuitum,strain=isolate_1,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/138/535/GCF_013138535.1_ASM1313853v1,Mycolicibacterium_fortuitum,ntm1296
161635,GCF_013140035.1,36809,36809,Mycobacteroides abscessus,strain=241,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/140/035/GCF_013140035.1_ASM1314003v1,Mycobacteroides_abscessus,ntm1297
161636,GCF_013140055.1,36809,36809,Mycobacteroides abscessus,strain=171,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/140/055/GCF_013140055.1_ASM1314005v1,Mycobacteroides_abscessus,ntm1298
161637,GCF_013140075.1,36809,36809,Mycobacteroides abscessus,strain=141,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/140/075/GCF_013140075.1_ASM1314007v1,Mycobacteroides_abscessus,ntm1299
161638,GCF_013140085.1,36809,36809,Mycobacteroides abscessus,strain=131,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/140/085/GCF_013140085.1_ASM1314008v1,Mycobacteroides_abscessus,ntm1300
161639,GCF_013140095.1,36809,36809,Mycobacteroides abscessus,strain=81,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/140/095/GCF_013140095.1_ASM1314009v1,Mycobacteroides_abscessus,ntm1301
161640,GCF_013140115.1,36809,36809,Mycobacteroides abscessus,strain=151,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/140/115/GCF_013140115.1_ASM1314011v1,Mycobacteroides_abscessus,ntm1302
163763,GCF_013337765.1,1786,1786,Mycolicibacterium sphagni,strain=ENV482,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/337/765/GCF_013337765.1_ASM1333776v1,Mycolicibacterium_sphagni,ntm1303
164139,GCF_013349145.1,1772,1772,Mycolicibacterium smegmatis,strain=FDAARGOS_679,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/349/145/GCF_013349145.1_ASM1334914v1,Mycolicibacterium_smegmatis,ntm1304
164902,GCF_013390125.1,659824,659824,Mycolicibacterium hippocampi,strain=DL,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/390/125/GCF_013390125.1_ASM1339012v1,Mycolicibacterium_hippocampi,ntm1305
165246,GCF_013404075.1,2736928,2736928,Mycolicibacterium vinylchloridicum,strain=CECT 8761,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/404/075/GCF_013404075.1_ASM1340407v1,Mycolicibacterium_vinylchloridicum,ntm1306
166301,GCF_013466425.1,1719132,1719132,Mycobacterium vicinigordonae,strain=24,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/466/425/GCF_013466425.1_ASM1346642v1,Mycobacterium_vicinigordonae,ntm1307
168252,GCF_014190915.1,912594,912594,Mycolicibacterium iranicum,strain=AT2.18,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/190/915/GCF_014190915.1_ASM1419091v1,Mycolicibacterium_iranicum,ntm1308
169011,GCF_014218295.1,758802,758802,Mycolicibacterium litorale,strain=NIIDNTM18,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/218/295/GCF_014218295.1_ASM1421829v1,Mycolicibacterium_litorale,ntm1309
169630,GCF_014263315.1,120959,120959,Mycobacterium kubicae,strain=NJH_MKUB1,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/263/315/GCF_014263315.1_ASM1426331v1,Mycobacterium_kubicae,ntm1310
169631,GCF_014263335.1,120959,120959,Mycobacterium kubicae,strain=NJH_MKUB2,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/263/335/GCF_014263335.1_ASM1426333v1,Mycobacterium_kubicae,ntm1311
170056,GCF_014295435.1,258505,258505,Mycolicibacterium fluoranthenivorans,strain=2A,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/295/435/GCF_014295435.1_ASM1429543v1,Mycolicibacterium_fluoranthenivorans,ntm1312
171243,GCF_014524945.1,265949,265949,Mycobacterium pseudoshottsii,strain=AR,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/524/945/GCF_014524945.1_ASM1452494v1,Mycobacterium_pseudoshottsii,ntm1313
173346,GCF_014843135.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0004_2,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/843/135/GCF_014843135.1_ASM1484313v1,Mycobacteroides_abscessus,ntm1314
173347,GCF_014843155.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0009_1,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/843/155/GCF_014843155.1_ASM1484315v1,Mycobacteroides_abscessus,ntm1315
173348,GCF_014843175.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0023_1,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/843/175/GCF_014843175.1_ASM1484317v1,Mycobacteroides_abscessus,ntm1316
173349,GCF_014843195.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0032_1,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/843/195/GCF_014843195.1_ASM1484319v1,Mycobacteroides_abscessus,ntm1317
173350,GCF_014843215.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0006_3,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/843/215/GCF_014843215.1_ASM1484321v1,Mycobacteroides_abscessus,ntm1318
173351,GCF_014843235.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0006_2,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/843/235/GCF_014843235.1_ASM1484323v1,Mycobacteroides_abscessus,ntm1319
174263,GCF_014893035.1,2761578,2761578,Mycolicibacterium baixiangningiae,strain=LJ126,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/893/035/GCF_014893035.1_ASM1489303v1,Mycolicibacterium_baixiangningiae,ntm1320
174948,GCF_015023595.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0037_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/595/GCF_015023595.1_ASM1502359v1,Mycobacteroides_abscessus,ntm1321
174949,GCF_015023615.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0034_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/615/GCF_015023615.1_ASM1502361v1,Mycobacteroides_abscessus,ntm1322
174950,GCF_015023625.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0033_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/625/GCF_015023625.1_ASM1502362v1,Mycobacteroides_abscessus,ntm1323
174951,GCF_015023695.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0031_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/695/GCF_015023695.1_ASM1502369v1,Mycobacteroides_abscessus,ntm1324
174952,GCF_015023715.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0008_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/715/GCF_015023715.1_ASM1502371v1,Mycobacteroides_abscessus,ntm1325
174953,GCF_015023725.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0027_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/725/GCF_015023725.1_ASM1502372v1,Mycobacteroides_abscessus,ntm1326
174954,GCF_015023755.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0024_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/755/GCF_015023755.1_ASM1502375v1,Mycobacteroides_abscessus,ntm1327
174955,GCF_015023765.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0028_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/765/GCF_015023765.1_ASM1502376v1,Mycobacteroides_abscessus,ntm1328
174956,GCF_015023775.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0025_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/775/GCF_015023775.1_ASM1502377v1,Mycobacteroides_abscessus,ntm1329
174957,GCF_015023815.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0021_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/815/GCF_015023815.1_ASM1502381v1,Mycobacteroides_abscessus,ntm1330
174958,GCF_015023835.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0020_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/835/GCF_015023835.1_ASM1502383v1,Mycobacteroides_abscessus,ntm1331
174959,GCF_015023845.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0019_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/845/GCF_015023845.1_ASM1502384v1,Mycobacteroides_abscessus,ntm1332
174960,GCF_015023875.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0022_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/875/GCF_015023875.1_ASM1502387v1,Mycobacteroides_abscessus,ntm1333
174961,GCF_015023895.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0017_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/895/GCF_015023895.1_ASM1502389v1,Mycobacteroides_abscessus,ntm1334
174962,GCF_015023905.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0018_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/905/GCF_015023905.1_ASM1502390v1,Mycobacteroides_abscessus,ntm1335
174963,GCF_015023925.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0006_4,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/925/GCF_015023925.1_ASM1502392v1,Mycobacteroides_abscessus,ntm1336
174964,GCF_015023935.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0016_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/935/GCF_015023935.1_ASM1502393v1,Mycobacteroides_abscessus,ntm1337
174965,GCF_015023975.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0013_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/975/GCF_015023975.1_ASM1502397v1,Mycobacteroides_abscessus,ntm1338
174966,GCF_015023995.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0004_1B,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/023/995/GCF_015023995.1_ASM1502399v1,Mycobacteroides_abscessus,ntm1339
174967,GCF_015024015.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0005_2,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/024/015/GCF_015024015.1_ASM1502401v1,Mycobacteroides_abscessus,ntm1340
174968,GCF_015024035.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0001_1A,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/024/035/GCF_015024035.1_ASM1502403v1,Mycobacteroides_abscessus,ntm1341
174969,GCF_015024045.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0010_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/024/045/GCF_015024045.1_ASM1502404v1,Mycobacteroides_abscessus,ntm1342
174970,GCF_015024075.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0003_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/024/075/GCF_015024075.1_ASM1502407v1,Mycobacteroides_abscessus,ntm1343
174971,GCF_015024085.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_19977,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/024/085/GCF_015024085.1_ASM1502408v1,Mycobacteroides_abscessus,ntm1344
174972,GCF_015024115.1,36809,36809,Mycobacteroides abscessus,strain=JHN_AB_0002_1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/024/115/GCF_015024115.1_ASM1502411v1,Mycobacteroides_abscessus,ntm1345
175658,GCF_015223215.1,1772,1772,Mycolicibacterium smegmatis,strain=dmmp5-10,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/223/215/GCF_015223215.1_ASM1522321v1,Mycolicibacterium_smegmatis,ntm1346
175659,GCF_015223255.1,1772,1772,Mycolicibacterium smegmatis,strain=dmmp5-6,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/223/255/GCF_015223255.1_ASM1522325v1,Mycolicibacterium_smegmatis,ntm1347
175660,GCF_015223265.1,1772,1772,Mycolicibacterium smegmatis,strain=dmmp5-3,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/223/265/GCF_015223265.1_ASM1522326v1,Mycolicibacterium_smegmatis,ntm1348
175661,GCF_015223295.1,1772,1772,Mycolicibacterium smegmatis,strain=dmmp5-1,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/223/295/GCF_015223295.1_ASM1522329v1,Mycolicibacterium_smegmatis,ntm1349
175662,GCF_015223305.1,1772,1772,Mycolicibacterium smegmatis,strain=mc2-10,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/223/305/GCF_015223305.1_ASM1522330v1,Mycolicibacterium_smegmatis,ntm1350
175663,GCF_015223325.1,1772,1772,Mycolicibacterium smegmatis,strain=mc2-8,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/223/325/GCF_015223325.1_ASM1522332v1,Mycolicibacterium_smegmatis,ntm1351
176422,GCF_015321325.1,1772,1772,Mycolicibacterium smegmatis,strain=mc2-18,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/321/325/GCF_015321325.1_ASM1532132v1,Mycolicibacterium_smegmatis,ntm1352
176424,GCF_015321375.1,1772,1772,Mycolicibacterium smegmatis,strain=mc2-16,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/321/375/GCF_015321375.1_ASM1532137v1,Mycolicibacterium_smegmatis,ntm1353
176449,GCF_015333575.1,1771,1771,Mycolicibacterium phlei,strain=RIVM700384,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/333/575/GCF_015333575.1_ASM1533357v1,Mycolicibacterium_phlei,ntm1354
176716,GCF_015355655.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=J_1801486,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/355/655/GCF_015355655.1_ASM1535565v1,Mycobacteroides_abscessus,ntm1355
176717,GCF_015355675.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=K_2000565,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/355/675/GCF_015355675.1_ASM1535567v1,Mycobacteroides_abscessus,ntm1356
176718,GCF_015355695.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=C_1801477,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/355/695/GCF_015355695.1_ASM1535569v1,Mycobacteroides_massiliense,ntm1357
